1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
37,private,271767,masters,14,separated,exec-managerial,not-in-family,white,male,0,0,45,united-states,>50k
42,private,194636,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
64,state-gov,194894,doctorate,16,never-married,prof-specialty,not-in-family,white,female,4787,0,40,united-states,>50k
28,private,132686,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,>50k
35,self-emp-not-inc,185848,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,4650,0,50,united-states,<=50k
40,state-gov,184378,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
55,federal-gov,270859,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
49,private,36032,some-college,10,never-married,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50k
51,state-gov,172962,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
57,private,98350,prof-school,15,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,1902,40,philippines,>50k
51,private,24185,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
38,private,53930,10th,6,never-married,craft-repair,not-in-family,black,male,0,0,40,?,<=50k
45,self-emp-not-inc,94962,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,england,<=50k
28,private,480861,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50k
22,private,52262,some-college,10,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
28,state-gov,52636,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
60,private,175273,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
31,private,327825,hs-grad,9,separated,machine-op-inspct,unmarried,white,female,0,2238,40,united-states,<=50k
42,private,307638,hs-grad,9,divorced,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
50,local-gov,125417,prof-school,15,never-married,exec-managerial,not-in-family,black,female,0,0,52,united-states,>50k
21,private,194723,some-college,10,never-married,adm-clerical,other-relative,white,female,0,0,40,mexico,<=50k
25,private,195118,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,35,united-states,<=50k
31,private,265706,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
57,self-emp-inc,172654,prof-school,15,married-civ-spouse,transport-moving,husband,white,male,15024,0,50,united-states,>50k
48,private,119199,bachelors,13,divorced,sales,unmarried,white,female,0,0,44,united-states,<=50k
42,self-emp-not-inc,64632,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
34,self-emp-not-inc,96245,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
59,private,361494,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
29,private,173652,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
40,private,164663,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
40,private,245529,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
43,private,55294,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
36,private,140583,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
41,private,79797,hs-grad,9,married-spouse-absent,prof-specialty,not-in-family,asian-pac-islander,male,0,0,40,japan,>50k
41,local-gov,51111,bachelors,13,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
34,private,232475,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50k
48,private,176140,11th,7,divorced,other-service,unmarried,black,female,0,0,40,united-states,<=50k
27,private,301654,hs-grad,9,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k
28,?,192569,hs-grad,9,never-married,?,own-child,black,male,0,0,40,united-states,<=50k
27,private,229803,hs-grad,9,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k
20,private,337639,some-college,10,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k
32,private,296282,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
23,state-gov,110128,some-college,10,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k
28,private,90196,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
40,state-gov,40024,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,>50k
35,private,144322,hs-grad,9,divorced,machine-op-inspct,unmarried,white,female,0,0,40,united-states,<=50k
74,self-emp-inc,162340,some-college,10,widowed,exec-managerial,unmarried,white,male,0,0,40,united-states,<=50k
28,private,169069,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
20,?,182117,some-college,10,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
51,self-emp-not-inc,145409,bachelors,13,married-civ-spouse,sales,husband,white,male,15024,0,50,united-states,>50k
40,private,190122,some-college,10,separated,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
48,private,331482,prof-school,15,married-civ-spouse,tech-support,husband,white,male,0,1977,40,united-states,>50k
48,self-emp-inc,193188,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
48,self-emp-inc,200471,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
22,?,175586,hs-grad,9,never-married,?,unmarried,black,female,0,0,35,united-states,<=50k
24,local-gov,322658,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
45,state-gov,263982,some-college,10,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k
18,private,266287,12th,8,never-married,sales,own-child,white,female,0,0,35,united-states,<=50k
39,private,278187,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
22,private,221745,some-college,10,divorced,machine-op-inspct,own-child,white,female,0,0,40,united-states,<=50k
28,private,206351,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
46,private,176814,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,99999,0,50,united-states,>50k
42,local-gov,245307,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,48,united-states,>50k
61,state-gov,124971,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,?,>50k
28,private,119545,some-college,10,married-civ-spouse,exec-managerial,own-child,white,male,7688,0,50,united-states,>50k
24,federal-gov,44075,bachelors,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,40,united-states,<=50k
24,private,219754,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k
44,private,198316,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,>50k
25,private,173212,assoc-acdm,12,never-married,farming-fishing,not-in-family,white,male,2354,0,45,united-states,<=50k
54,private,197481,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
21,private,155066,some-college,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
26,private,31290,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k
42,private,54102,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
19,private,181546,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
55,private,153484,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50k
44,state-gov,351228,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
26,private,200639,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
64,federal-gov,267546,assoc-acdm,12,separated,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k
41,private,179875,11th,7,divorced,other-service,unmarried,other,female,0,0,40,united-states,<=50k
25,?,237865,some-college,10,never-married,?,own-child,black,male,0,0,40,?,<=50k
43,private,300528,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
45,private,67716,hs-grad,9,never-married,craft-repair,own-child,white,male,10520,0,48,united-states,>50k
48,federal-gov,326048,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,44,united-states,>50k
60,private,191188,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
45,self-emp-not-inc,32172,some-college,10,never-married,farming-fishing,not-in-family,white,male,0,0,50,united-states,<=50k
51,private,252903,10th,6,married-civ-spouse,sales,husband,white,male,0,1977,40,united-states,>50k
37,federal-gov,334314,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
27,private,203776,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
47,local-gov,328610,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
32,private,295589,masters,14,married-civ-spouse,exec-managerial,husband,black,male,0,1977,40,united-states,>50k
40,private,174373,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
41,private,247752,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
32,?,199244,10th,6,divorced,?,not-in-family,white,female,0,0,40,united-states,<=50k
26,private,139992,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
47,private,95680,some-college,10,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,united-states,<=50k
55,self-emp-inc,189933,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50k
38,private,498785,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
56,federal-gov,130454,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
41,private,119079,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,49,united-states,>50k
33,private,220939,hs-grad,9,married-civ-spouse,sales,husband,white,male,7298,0,45,united-states,>50k
33,private,94235,prof-school,15,never-married,prof-specialty,own-child,white,male,0,0,42,united-states,>50k
21,private,305874,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
59,local-gov,62020,hs-grad,9,widowed,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k
58,private,235624,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,germany,>50k
43,local-gov,247514,masters,14,divorced,prof-specialty,unmarried,white,male,0,0,40,united-states,<=50k
21,private,275726,hs-grad,9,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k
45,private,72896,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
53,local-gov,110510,hs-grad,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,50,united-states,>50k
41,private,173938,prof-school,15,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,?,>50k
27,private,200641,10th,6,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,mexico,<=50k
53,private,211654,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,50,?,>50k
38,private,242720,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50k
41,private,179533,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,35,united-states,<=50k
22,state-gov,334693,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
41,state-gov,355756,some-college,10,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
27,private,19395,some-college,10,married-civ-spouse,handlers-cleaners,wife,white,female,0,0,35,united-states,<=50k
41,local-gov,242586,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
36,private,208358,prof-school,15,divorced,prof-specialty,not-in-family,white,male,99999,0,45,united-states,>50k
49,private,160647,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k
20,private,227943,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,45,united-states,<=50k
58,self-emp-not-inc,197665,hs-grad,9,married-spouse-absent,other-service,unmarried,white,female,0,0,45,united-states,<=50k
35,self-emp-not-inc,216129,12th,8,never-married,other-service,not-in-family,black,female,0,0,40,trinadad&tobago,<=50k
30,local-gov,326104,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
21,private,57211,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
29,private,100219,assoc-acdm,12,never-married,machine-op-inspct,unmarried,white,male,0,0,45,united-states,<=50k
40,private,291192,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,40,united-states,<=50k
54,state-gov,93415,bachelors,13,never-married,prof-specialty,unmarried,asian-pac-islander,female,0,0,40,united-states,>50k
35,private,261382,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
40,private,170230,bachelors,13,married-spouse-absent,other-service,not-in-family,white,female,0,0,40,?,<=50k
59,private,374924,hs-grad,9,separated,sales,unmarried,black,female,0,0,40,united-states,<=50k
43,self-emp-inc,320984,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,<=50k
33,private,637222,12th,8,divorced,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k
28,private,430084,hs-grad,9,divorced,other-service,own-child,black,male,0,0,35,united-states,<=50k
30,private,125279,hs-grad,9,married-spouse-absent,sales,unmarried,white,male,0,0,40,united-states,<=50k
51,self-emp-inc,180195,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
39,private,208778,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,>50k
62,private,81534,some-college,10,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,40,united-states,>50k
28,private,142264,9th,5,never-married,machine-op-inspct,not-in-family,white,male,0,0,50,dominican-republic,<=50k
23,private,128604,hs-grad,9,never-married,sales,own-child,asian-pac-islander,male,0,0,48,south,<=50k
45,local-gov,160472,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50k
23,?,123983,bachelors,13,never-married,?,own-child,other,male,0,0,40,united-states,<=50k
47,private,297884,10th,6,widowed,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
32,private,44392,assoc-acdm,12,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
22,private,190625,some-college,10,never-married,adm-clerical,own-child,white,male,0,0,35,united-states,<=50k
34,private,27380,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,>50k
36,private,224531,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
59,private,283005,11th,7,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
53,local-gov,135102,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,2002,45,united-states,<=50k
25,self-emp-not-inc,113436,some-college,10,never-married,craft-repair,unmarried,white,male,0,0,35,united-states,<=50k
57,self-emp-not-inc,225334,prof-school,15,married-civ-spouse,sales,wife,white,female,15024,0,35,united-states,>50k
58,local-gov,310085,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
39,private,129597,bachelors,13,married-civ-spouse,sales,husband,white,male,3464,0,40,united-states,<=50k
32,?,53042,hs-grad,9,never-married,?,own-child,black,male,0,0,40,united-states,<=50k
47,private,169324,bachelors,13,married-civ-spouse,exec-managerial,wife,black,female,0,0,35,united-states,>50k
52,?,134447,some-college,10,married-civ-spouse,?,husband,white,male,0,0,50,united-states,<=50k
52,private,141301,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
34,private,235124,hs-grad,9,never-married,other-service,unmarried,black,female,0,0,35,united-states,<=50k
41,private,149102,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,40,poland,<=50k
30,private,423770,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,40,mexico,<=50k
44,private,211759,bachelors,13,married-civ-spouse,exec-managerial,husband,other,male,0,0,40,puerto-rico,<=50k
17,?,110998,some-college,10,never-married,?,own-child,asian-pac-islander,female,0,0,40,philippines,<=50k
34,private,56883,some-college,10,never-married,other-service,unmarried,white,female,0,0,40,united-states,<=50k
41,private,223062,some-college,10,separated,other-service,not-in-family,black,male,0,0,40,united-states,<=50k
29,private,406662,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
25,private,206600,9th,5,never-married,machine-op-inspct,other-relative,white,male,0,0,48,mexico,<=50k
42,local-gov,147510,bachelors,13,separated,prof-specialty,unmarried,white,male,0,0,40,united-states,<=50k
48,private,235646,some-college,10,married-civ-spouse,sales,husband,white,male,3103,0,40,united-states,>50k
64,self-emp-inc,132832,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,20051,0,40,?,>50k
46,self-emp-inc,278322,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
38,private,278924,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1887,50,united-states,>50k
49,state-gov,203039,11th,7,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
46,local-gov,144531,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k
49,self-emp-not-inc,211762,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
47,?,111563,assoc-voc,11,divorced,?,not-in-family,white,male,0,0,40,united-states,<=50k
44,private,180985,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,?,>50k
31,private,207537,hs-grad,9,divorced,craft-repair,own-child,white,male,0,1669,50,united-states,<=50k
19,private,417657,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,50,united-states,<=50k
45,private,189890,assoc-acdm,12,divorced,prof-specialty,unmarried,white,female,5455,0,38,united-states,<=50k
34,private,223212,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,1848,40,peru,>50k
26,private,108658,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
38,self-emp-not-inc,190023,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k
31,private,222130,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,43,united-states,<=50k
36,self-emp-inc,164866,assoc-acdm,12,separated,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50k
30,private,186269,bachelors,13,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k
37,private,286026,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
30,private,403433,bachelors,13,never-married,prof-specialty,not-in-family,black,male,0,0,50,united-states,>50k
38,federal-gov,99527,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
30,private,123178,10th,6,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
33,private,231043,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k
52,local-gov,317733,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,40,united-states,>50k
58,private,241056,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,46,united-states,<=50k
34,local-gov,220066,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50k
35,private,180342,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
59,federal-gov,31840,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
45,private,183168,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
27,private,386036,some-college,10,never-married,transport-moving,not-in-family,white,male,0,0,48,united-states,<=50k
31,local-gov,446358,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,50,mexico,>50k
45,private,28035,some-college,10,never-married,farming-fishing,other-relative,white,male,0,0,50,united-states,<=50k
27,private,192384,prof-school,15,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
32,state-gov,159537,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
49,private,240859,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,cuba,<=50k
33,private,83446,11th,7,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,>50k
62,private,185503,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
39,self-emp-not-inc,68781,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
43,private,220589,hs-grad,9,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
24,private,54560,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
76,?,28221,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,40,canada,>50k
25,private,201413,some-college,10,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k
31,private,189461,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,0,0,41,united-states,<=50k
53,private,200576,11th,7,divorced,craft-repair,other-relative,white,female,0,0,40,united-states,<=50k
47,private,664821,bachelors,13,married-civ-spouse,other-service,husband,white,male,0,0,40,el-salvador,<=50k
37,private,175130,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,45,united-states,<=50k
27,private,249315,some-college,10,never-married,sales,not-in-family,white,male,0,0,44,united-states,<=50k
58,private,111169,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
43,private,334946,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k
39,private,352248,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
36,private,173804,some-college,10,never-married,sales,not-in-family,white,female,0,0,35,united-states,<=50k
56,private,155449,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k
23,private,227594,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,38,united-states,<=50k
47,private,161676,11th,7,never-married,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50k
47,local-gov,242552,some-college,10,never-married,protective-serv,not-in-family,black,male,0,0,40,united-states,<=50k
45,federal-gov,352094,some-college,10,married-civ-spouse,tech-support,husband,white,male,7688,0,40,guatemala,>50k
20,private,131230,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,1590,40,united-states,<=50k
46,private,180695,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
37,private,189922,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,0,50,united-states,>50k
37,private,409189,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
43,private,111252,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,42,united-states,<=50k
59,private,294395,masters,14,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
39,private,172718,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
59,private,114032,bachelors,13,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
36,?,356838,12th,8,never-married,?,not-in-family,white,male,0,0,35,united-states,<=50k
26,private,179633,hs-grad,9,never-married,tech-support,other-relative,white,male,0,0,40,united-states,<=50k
34,private,19847,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
41,private,231689,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
26,private,209942,hs-grad,9,never-married,handlers-cleaners,own-child,black,male,0,0,40,united-states,<=50k
53,private,197492,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
33,private,262439,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,>50k
46,private,283037,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
31,private,83446,hs-grad,9,widowed,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k
24,private,215443,hs-grad,9,separated,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
40,private,181015,hs-grad,9,separated,other-service,unmarried,white,female,0,0,47,united-states,<=50k
45,private,125194,11th,7,never-married,machine-op-inspct,not-in-family,black,female,0,0,40,united-states,<=50k
27,private,58654,assoc-voc,11,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
30,private,116508,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,germany,<=50k
36,private,166988,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k
25,private,374163,hs-grad,9,married-spouse-absent,farming-fishing,not-in-family,other,male,0,0,40,mexico,<=50k
31,private,196788,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
49,private,186172,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,7688,0,45,united-states,>50k
25,private,159732,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
29,private,129856,assoc-voc,11,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
24,private,182812,some-college,10,never-married,adm-clerical,own-child,white,female,3325,0,52,dominican-republic,<=50k
41,private,314322,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
35,private,102976,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,40,united-states,>50k
57,self-emp-inc,42959,bachelors,13,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,>50k
21,private,256356,11th,7,never-married,priv-house-serv,other-relative,white,female,0,0,40,mexico,<=50k
36,private,284616,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
51,private,138847,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
39,private,33487,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
36,private,84306,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,5013,0,50,united-states,<=50k
61,private,149653,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
20,?,235442,some-college,10,never-married,?,own-child,white,male,0,0,35,united-states,<=50k
21,private,34506,hs-grad,9,separated,other-service,own-child,white,female,0,0,35,united-states,<=50k
40,private,346964,hs-grad,9,divorced,tech-support,unmarried,white,female,0,0,40,united-states,<=50k
46,private,192208,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
35,self-emp-not-inc,462890,10th,6,married-civ-spouse,transport-moving,husband,black,male,0,0,50,united-states,<=50k
39,private,89508,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
30,private,179446,hs-grad,9,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
28,private,208965,9th,5,never-married,machine-op-inspct,unmarried,other,male,0,0,40,mexico,<=50k
32,private,40142,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
46,self-emp-not-inc,57452,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
40,private,327573,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
47,private,151267,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,black,female,15024,0,40,united-states,>50k
44,private,265266,10th,6,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
38,private,203836,hs-grad,9,married-civ-spouse,sales,husband,white,male,3464,0,40,columbia,<=50k
